Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Management experience,Years of management experience,Number of subordinates,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6553abc91afacdcdf70ea084,6533d8e82d29dfe51b1bea6a,APPROVED,2023-11-14T17:18:06.018000Z,2023-11-14T17:22:48.975000Z,2023-11-14T20:19:46.770000Z,2023-11-14T17:22:49.502699Z,283.0,C9B87HRO,99,Yes,2 - 3 years,>10,31,Male,Mixed,United States,United States,United States,English,No,Full-Time
6553abd421f6823892731de3,5d2f054b1dde3600015e43d9,APPROVED,2023-11-14T17:18:30.782000Z,2023-11-14T17:34:17.649000Z,2023-11-14T20:19:46.868000Z,2023-11-14T17:34:18.351435Z,947.0,C9B87HRO,4132,Yes,5+ years,>10,52,Male,White,United States,United States,United States,English,No,Full-Time
6553abeba42bd6f832fb0739,6413577c3565b8c76d846034,APPROVED,2023-11-14T17:18:40.442000Z,2023-11-14T17:23:30.894000Z,2023-11-14T20:19:47.006000Z,2023-11-14T17:23:31.385011Z,291.0,C9B87HRO,1607,Yes,3 - 4 years,4-6,30,Male,White,United States,United States,United States,English,No,Full-Time
6553abf62e0668ec84b22dce,5a54f0daac562400015388da,APPROVED,2023-11-14T17:18:48.851000Z,2023-11-14T17:30:47.719000Z,2023-11-14T20:19:47.098000Z,2023-11-14T17:30:48.290312Z,719.0,C9B87HRO,1762,Yes,5+ years,7-10,42,Female,White,United States,United States,United States,English,No,Full-Time
6553abfacefc5bdf51ee8983,6402682f1a17d6c87f4f3a89,APPROVED,2023-11-14T17:18:54.567000Z,2023-11-14T17:24:57.725000Z,2023-11-14T20:19:47.230000Z,2023-11-14T17:24:58.293159Z,364.0,C9B87HRO,2494,Yes,2 - 3 years,2-3,39,Male,White,United States,United States,United States,English,No,Full-Time
6553ac068a7a027af6f79498,627c31addc6adc20c3c7ee88,APPROVED,2023-11-14T17:19:20.451000Z,2023-11-14T17:25:03.035000Z,2023-11-14T20:19:47.334000Z,2023-11-14T17:25:03.819727Z,343.0,C9B87HRO,433,Yes,5+ years,>10,32,Female,White,United States,United States,United States,English,No,Full-Time
6553ac09d20def36445bbb9b,58509fbda6946500016117ed,APPROVED,2023-11-14T17:25:13.645000Z,2023-11-14T17:28:17.981000Z,2023-11-14T20:19:47.428000Z,2023-11-14T17:28:18.576575Z,185.0,C9B87HRO,4253,Yes,5+ years,4-6,38,Male,White,United States,United States,United States,English,No,Full-Time
6553ac0bd856dfb7811a4f9d,5a94c0b7b5e2110001c6891e,APPROVED,2023-11-14T17:19:09.959000Z,2023-11-14T17:23:40.722000Z,2023-11-14T20:19:47.518000Z,2023-11-14T17:23:41.216077Z,271.0,C9B87HRO,7494,Yes,5+ years,4-6,50,Male,Asian,Taiwan,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6553ac1da9d0492ca6935ad9,6148ea50509c9ce6c1f023c0,APPROVED,2023-11-14T17:19:31.937000Z,2023-11-14T17:30:56.263000Z,2023-11-14T20:19:47.612000Z,2023-11-14T17:30:56.669838Z,685.0,C9B87HRO,1053,Yes,5+ years,4-6,65,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
6553ac22ce48efa1110fc352,6042794fe3c49714bee3e9cf,APPROVED,2023-11-14T17:19:35.400000Z,2023-11-14T17:25:17.365000Z,2023-11-14T20:19:47.705000Z,2023-11-14T17:25:17.762836Z,342.0,C9B87HRO,4279,Yes,1 - 2 years,4-6,72,Female,White,United States,United States,United States,English,No,Part-Time
6553ac2859d7158b63cd1234,5ba4057af0741400010637b9,APPROVED,2023-11-14T17:19:51.443000Z,2023-11-14T17:49:03.156000Z,2023-11-14T20:19:47.794000Z,2023-11-14T17:49:03.606477Z,1752.0,C9B87HRO,1806,Yes,5+ years,2-3,61,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6553ac2d09c6a115bba370bb,5b50881a59119400018abaf3,APPROVED,2023-11-14T17:19:47.754000Z,2023-11-14T17:23:22.001000Z,2023-11-14T20:19:47.884000Z,2023-11-14T17:23:22.646404Z,215.0,C9B87HRO,3775,Yes,5+ years,4-6,41,Female,White,United States,United States,United States,English,No,Full-Time
6553ac5fc17b97e04110e384,5f8bad1242efeb2f49156f51,APPROVED,2023-11-14T17:20:33.726000Z,2023-11-14T17:59:17.244000Z,2023-11-14T20:19:47.972000Z,2023-11-14T17:59:17.914866Z,2324.0,C9B87HRO,2694,Yes,3 - 4 years,7-10,32,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
6553ac71734a93ef875c1ab9,6307f3c967020d1202332b77,APPROVED,2023-11-14T17:20:58.603000Z,2023-11-14T17:33:25.354000Z,2023-11-14T20:19:48.106000Z,2023-11-14T17:33:25.788302Z,747.0,C9B87HRO,291,Yes,1 - 2 years,>10,26,Male,White,United States,United States,United States,English,No,Full-Time
6553ac81d9d3c60da28bea98,65218b754dddc1ca107dd9c2,APPROVED,2023-11-14T17:21:17.677000Z,2023-11-14T17:30:47.840000Z,2023-11-14T20:19:48.205000Z,2023-11-14T17:30:48.249836Z,571.0,C9B87HRO,239,Yes,5+ years,2-3,45,Female,White,United States,United States,United States,English,No,Full-Time
6553ac8d4c066a89fdaf9d8c,652d461fa15fc7cb72f28e82,APPROVED,2023-11-14T17:21:21.738000Z,2023-11-14T17:29:17.748000Z,2023-11-14T20:19:48.307000Z,2023-11-14T17:29:18.249009Z,477.0,C9B87HRO,228,Yes,5+ years,2-3,51,Female,Black,United States,United States,United States,English,No,Full-Time
6553ac900a96ca2933b2cf38,59949236c825cf0001d7dcdc,APPROVED,2023-11-14T17:21:30.672000Z,2023-11-14T17:32:23.757000Z,2023-11-14T20:19:48.407000Z,2023-11-14T17:32:24.263238Z,654.0,C9B87HRO,5856,Yes,5+ years,>10,53,Male,White,United States,United States,United States,English,No,Full-Time
6553aca27e22d03d1fed74a4,5c8fa199208071000183d490,APPROVED,2023-11-14T17:21:42.488000Z,2023-11-14T17:26:29.635000Z,2023-11-14T20:19:48.507000Z,2023-11-14T17:26:30.279768Z,288.0,C9B87HRO,2467,Yes,5+ years,7-10,59,Female,White,United States,United States,United States,English,No,Full-Time
6553acc582c86e0942f38c6d,5f988a053b4bf5186a5d6693,APPROVED,2023-11-14T17:22:29.022000Z,2023-11-14T17:29:27.136000Z,2023-11-14T20:19:48.605000Z,2023-11-14T17:29:27.627139Z,419.0,C9B87HRO,2274,Yes,5+ years,7-10,54,Male,White,United States,United States,United States,English,No,Full-Time
6553acc7b47e469afb4a7793,5e0b388b15ef4037cebdecc9,APPROVED,2023-11-14T17:22:18.645000Z,2023-11-14T17:26:13.365000Z,2023-11-14T20:19:48.708000Z,2023-11-14T17:26:14.079825Z,235.0,C9B87HRO,1326,Yes,5+ years,2-3,51,Male,White,United States,United States,United States,English,No,Full-Time
6553acdc5b8458eb6db0219a,6234d77291179c1badffad36,APPROVED,2023-11-14T17:26:26.642000Z,2023-11-14T17:32:13.375000Z,2023-11-14T20:19:48.802000Z,2023-11-14T17:32:13.856903Z,347.0,C9B87HRO,2381,Yes,3 - 4 years,2-3,29,Male,White,United States,United States,United States,English,No,Full-Time
6553acf125afbe89b9be32fc,634027f949aab36bf66b50a3,APPROVED,2023-11-14T17:23:00.999000Z,2023-11-14T17:36:05.770000Z,2023-11-14T20:19:48.908000Z,2023-11-14T17:36:06.285297Z,785.0,C9B87HRO,3118,Yes,1 - 2 years,4-6,36,Male,White,United States,United States,United States,English,No,Full-Time
6553ad05f2e23eff9dea55ef,5c110067753adc00015913e3,APPROVED,2023-11-14T17:23:26.217000Z,2023-11-14T17:34:43.603000Z,2023-11-14T20:19:49.047000Z,2023-11-14T17:34:44.109322Z,678.0,C9B87HRO,3066,Yes,2 - 3 years,2-3,55,Female,White,United States,United States,United States,English,No,Full-Time
6553ad0609c6a115bba370db,60fe5defab667c1156a91e48,APPROVED,2023-11-14T17:23:24.929000Z,2023-11-14T17:35:20.722000Z,2023-11-14T20:19:49.140000Z,2023-11-14T17:35:21.297840Z,716.0,C9B87HRO,1480,Yes,2 - 3 years,4-6,25,Female,White,United States,United States,United States,English,No,Full-Time
6553ad1b11d509b1ad11d2b0,651ad403421d2fff5bb7df09,APPROVED,2023-11-14T17:23:46.542000Z,2023-11-14T17:31:40.463000Z,2023-11-14T20:19:49.237000Z,2023-11-14T17:31:40.911861Z,474.0,C9B87HRO,343,Yes,2 - 3 years,2-3,46,Female,White,United States,United States,United States,English,No,Part-Time
6553ad419c8c6f9b15012263,628e4993121877fe4ae59f29,APPROVED,2023-11-14T17:28:47.400000Z,2023-11-14T17:43:37.503000Z,2023-11-14T20:19:49.338000Z,2023-11-14T17:43:37.931657Z,891.0,C9B87HRO,2388,Yes,3 - 4 years,7-10,32,Male,White,United States,United States,United States,English,No,Full-Time
6553ad45f787b4be395565bf,63d7fb6ee49281f6c41d6630,APPROVED,2023-11-14T17:25:15.630000Z,2023-11-14T17:29:42.870000Z,2023-11-14T20:19:49.511000Z,2023-11-14T17:29:43.347126Z,268.0,C9B87HRO,2048,Yes,1 - 2 years,2-3,28,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
6553ad51a4f420911ac4a2a9,65464b7e526b25cfc1dfeeb2,APPROVED,2023-11-14T17:24:36.317000Z,2023-11-14T17:29:06.703000Z,2023-11-14T20:19:49.606000Z,2023-11-14T17:29:07.234611Z,271.0,C9B87HRO,87,Yes,2 - 3 years,4-6,30,Prefer not to say,Mixed,United States,United States,United States,English,No,Full-Time
6553ad6784875c7c76e19458,5df11e6cdc85350234932daa,APPROVED,2023-11-14T17:25:01.547000Z,2023-11-14T17:35:53.384000Z,2023-11-14T20:19:49.697000Z,2023-11-14T17:35:53.848279Z,652.0,C9B87HRO,3367,Yes,5+ years,7-10,40,Female,Black,United States,United States,United States,English,No,Full-Time
6553ad6b105734ed9c8f219c,63d4857d5c9e6f18b03027b3,APPROVED,2023-11-14T17:25:06.295000Z,2023-11-14T17:30:50.012000Z,2023-11-14T20:19:49.792000Z,2023-11-14T17:30:50.440973Z,344.0,C9B87HRO,838,Yes,5+ years,7-10,53,Male,White,United States,United States,United States,English,No,Full-Time
6553ad8b203f9715e0c4cfee,62961bfdbe5f238d3225db72,APPROVED,2023-11-14T17:25:36.422000Z,2023-11-14T17:28:26.255000Z,2023-11-14T20:19:49.891000Z,2023-11-14T17:28:26.796388Z,170.0,C9B87HRO,3983,Yes,5+ years,7-10,43,Female,White,United States,United States,United States,English,No,Full-Time
6553ad9c41ba349796c273d0,5dee44454d7bea4e3f4b44a6,APPROVED,2023-11-14T17:25:52.869000Z,2023-11-14T17:30:00.888000Z,2023-11-14T20:19:49.984000Z,2023-11-14T17:30:01.351256Z,249.0,C9B87HRO,5333,Yes,5+ years,>10,36,Female,White,United States,United States,United States,English,No,Full-Time
6553ad9defeb35c62406ccbf,5ea78fb30541cb0009e4d924,APPROVED,2023-11-14T17:25:54.181000Z,2023-11-14T17:29:39.148000Z,2023-11-14T20:19:50.077000Z,2023-11-14T17:29:39.698968Z,225.0,C9B87HRO,1453,Yes,5+ years,7-10,40,Female,White,United States,United States,United States,English,No,Full-Time
6553ada27e22d03d1fed74d1,5f504fd2cc049d1cbf29c40d,APPROVED,2023-11-14T17:25:58.581000Z,2023-11-14T17:31:47.190000Z,2023-11-14T20:19:50.167000Z,2023-11-14T17:31:47.643232Z,349.0,C9B87HRO,6445,Yes,5+ years,7-10,30,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6553adb8ccdc23a90e34ef62,6077cb38de8f5c783d413450,APPROVED,2023-11-14T17:26:21.210000Z,2023-11-14T17:30:12.114000Z,2023-11-14T20:19:50.298000Z,2023-11-14T17:30:12.631449Z,231.0,C9B87HRO,5759,Yes,5+ years,4-6,50,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
6553adbec3d672c93750f1b8,653fe26ede361272b8f82397,APPROVED,2023-11-14T17:26:30.384000Z,2023-11-14T17:32:45.760000Z,2023-11-14T20:19:50.403000Z,2023-11-14T17:32:46.240089Z,376.0,C9B87HRO,99,Yes,5+ years,>10,48,Female,Mixed,United States,United States,United States,English,No,Full-Time
6553adc66eb3e37df953cfe5,62957302ad8c1756b553a298,APPROVED,2023-11-14T17:26:35.923000Z,2023-11-14T17:34:41.187000Z,2023-11-14T20:19:50.542000Z,2023-11-14T17:34:41.669732Z,486.0,C9B87HRO,3345,Yes,5+ years,2-3,58,Male,White,United States,United States,United States,English,No,Full-Time
6553adcda315ecadace1951f,638ce9c3931acfc969058613,APPROVED,2023-11-14T17:26:49.566000Z,2023-11-14T17:41:24.035000Z,2023-11-14T20:19:50.640000Z,2023-11-14T17:41:24.521221Z,875.0,C9B87HRO,1254,Yes,5+ years,>10,50,Male,Black,Ghana,United States,United States,English,Yes,Full-Time
6553add88a839e9253777651,63bf8a649931574320e98357,APPROVED,2023-11-14T17:26:52.143000Z,2023-11-14T17:31:49.837000Z,2023-11-14T20:19:50.734000Z,2023-11-14T17:31:50.461285Z,298.0,C9B87HRO,2324,Yes,5+ years,2-3,32,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6553adda1d5f2802a1c4cf6e,5f712c16875f0375275c57d5,APPROVED,2023-11-14T17:26:55.083000Z,2023-11-14T17:31:23.371000Z,2023-11-14T20:19:50.824000Z,2023-11-14T17:31:23.860650Z,269.0,C9B87HRO,2880,Yes,5+ years,>10,30,Male,White,United States,United States,United States,English,No,Full-Time
6553ade7af851aebe8fabd9a,641feb2494b8a1eb706ab8a5,APPROVED,2023-11-14T17:32:25.201000Z,2023-11-14T17:45:45.866000Z,2023-11-14T20:19:50.932000Z,2023-11-14T17:45:46.336865Z,801.0,C9B87HRO,1839,Yes,3 - 4 years,4-6,24,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6553adf29d65bb7828b57e71,5ded40791be52f3f9a03947c,APPROVED,2023-11-14T17:27:18.662000Z,2023-11-14T17:32:12.937000Z,2023-11-14T20:19:51.032000Z,2023-11-14T17:32:13.464781Z,295.0,C9B87HRO,195,Yes,1 - 2 years,4-6,33,Male,White,United States,United States,United States,English,No,Full-Time
6553adf38a7a027af6f794e5,5df81cd72713055bdf02efd8,APPROVED,2023-11-14T17:32:43.312000Z,2023-11-14T17:43:17.646000Z,2023-11-14T20:19:51.141000Z,2023-11-14T17:43:18.218212Z,635.0,C9B87HRO,2959,Yes,5+ years,7-10,46,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
6553ae09c96de9b69cec9303,62a89318448a8592fc88ee03,APPROVED,2023-11-14T17:27:41.700000Z,2023-11-14T17:33:51.213000Z,2023-11-14T20:19:51.251000Z,2023-11-14T17:33:51.660553Z,370.0,C9B87HRO,2735,Yes,5+ years,2-3,41,Male,Black,United States,United States,United States,English,Yes,Full-Time
6553ae0f8c74beaa75b22cc6,5e39d872793a082024d9cf18,APPROVED,2023-11-14T17:27:48.107000Z,2023-11-14T17:30:12.644000Z,2023-11-14T20:19:51.350000Z,2023-11-14T17:30:13.172660Z,145.0,C9B87HRO,5646,Yes,5+ years,>10,42,Male,White,United States,United States,United States,English,Yes,Full-Time
6553ae1af2e62a521b49f773,642f5bc14c648f1b66b98b51,APPROVED,2023-11-14T17:28:01.214000Z,2023-11-14T17:39:38.858000Z,2023-11-14T20:19:51.487000Z,2023-11-14T17:39:39.412114Z,698.0,C9B87HRO,729,Yes,5+ years,>10,49,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6553ae2222fdf96e64ed049d,61001d9b2e3d8a75a09f3db3,APPROVED,2023-11-14T17:28:11.591000Z,2023-11-14T17:34:59.935000Z,2023-11-14T20:19:51.619000Z,2023-11-14T17:35:00.450739Z,409.0,C9B87HRO,2885,Yes,5+ years,>10,63,Male,White,United States,United States,United States,English,No,Full-Time
6553ae287311c6b6ed0d055b,5eb81d360943fe74d6aba62b,APPROVED,2023-11-14T17:28:14.024000Z,2023-11-14T17:39:31.095000Z,2023-11-14T20:19:51.940000Z,2023-11-14T17:39:32.173685Z,678.0,C9B87HRO,4356,Yes,2 - 3 years,2-3,38,Male,Mixed,United States,United States,United States,English,No,Full-Time
6553ae3887000051d287a80c,5e69d0627b06f2033bb0fda7,APPROVED,2023-11-14T17:28:28.701000Z,2023-11-14T17:33:10.285000Z,2023-11-14T20:19:52.036000Z,2023-11-14T17:33:11.014713Z,282.0,C9B87HRO,3727,Yes,2 - 3 years,7-10,27,Female,White,United States,United States,United States,English,No,Full-Time
6553ae3a85191a0effb3be0e,5bbafad7736db000016d8600,APPROVED,2023-11-14T17:28:29.579000Z,2023-11-14T17:33:34.041000Z,2023-11-14T20:19:52.130000Z,2023-11-14T17:33:34.634680Z,305.0,C9B87HRO,1615,Yes,5+ years,>10,29,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6553ae59ccdc23a90e34ef7e,5febd397ad8fbad21bcd6182,APPROVED,2023-11-14T17:29:18.628000Z,2023-11-14T17:35:29.731000Z,2023-11-14T20:19:52.223000Z,2023-11-14T17:35:30.109944Z,372.0,C9B87HRO,5283,Yes,5+ years,>10,33,Male,White,United States,United States,United States,English,Yes,Full-Time
6553ae5a874b24997f2d43bc,5d332957d0635b00013bd785,APPROVED,2023-11-14T17:29:00.339000Z,2023-11-14T17:36:44.352000Z,2023-11-14T20:19:52.315000Z,2023-11-14T17:36:44.812119Z,465.0,C9B87HRO,5272,Yes,5+ years,>10,28,Male,White,United States,United States,United States,English,No,Full-Time
6553ae6dd4a3b73a404adc1c,62911a82ead4bc61607aa7d8,APPROVED,2023-11-14T17:29:31.805000Z,2023-11-14T17:40:10.117000Z,2023-11-14T20:19:52.423000Z,2023-11-14T17:40:10.621409Z,639.0,C9B87HRO,3236,Yes,5+ years,>10,35,Male,White,United States,United States,United States,English,Yes,Full-Time
6553ae7ebec4082c706c7333,5e402dcd7b260d000a7b69fe,APPROVED,2023-11-14T17:29:36.728000Z,2023-11-14T17:32:58.608000Z,2023-11-14T20:19:52.547000Z,2023-11-14T17:32:59.073348Z,202.0,C9B87HRO,4074,Yes,5+ years,2-3,38,Female,White,United States,United States,United States,English,No,Full-Time
6553ae8170eab9545da4bf4a,5d9373b0e04970001ab482da,APPROVED,2023-11-14T17:29:41.321000Z,2023-11-14T17:34:25.847000Z,2023-11-14T20:19:52.649000Z,2023-11-14T17:34:26.290341Z,285.0,C9B87HRO,4531,Yes,5+ years,2-3,64,Female,White,United States,United States,United States,English,No,Full-Time
6553ae8a82c86e0942f38ce7,628f7ed6b17795e8b70cc336,APPROVED,2023-11-14T17:34:36.841000Z,2023-11-14T17:45:03.641000Z,2023-11-14T20:19:52.761000Z,2023-11-14T17:45:04.116793Z,627.0,C9B87HRO,2550,Yes,3 - 4 years,7-10,33,Male,White,United States,United States,United States,English,No,Full-Time
6553ae8d1d5f2802a1c4cf85,5a5ec648eedc32000142ce86,APPROVED,2023-11-14T17:29:55.938000Z,2023-11-14T17:35:59.786000Z,2023-11-14T20:19:52.875000Z,2023-11-14T17:36:00.256913Z,364.0,C9B87HRO,2747,Yes,5+ years,4-6,54,Female,White,United States,United States,United States,English,No,Full-Time
6553aeb9089957c612f4e636,63c4a90d09909e33d5e82f21,APPROVED,2023-11-14T17:36:09.177000Z,2023-11-14T17:49:20.289000Z,2023-11-14T20:19:52.969000Z,2023-11-14T17:49:20.712023Z,792.0,C9B87HRO,1449,Yes,5+ years,>10,50,Female,White,United States,United States,United States,English,Yes,Full-Time
6553aee8cb372050cab60483,6463695c18c68eee514fd3a3,APPROVED,2023-11-14T17:31:27.180000Z,2023-11-14T17:41:42.315000Z,2023-11-14T20:19:53.081000Z,2023-11-14T17:41:42.821939Z,616.0,C9B87HRO,1223,Yes,5+ years,2-3,78,Male,White,United States,United States,United States,English,No,Part-Time
6553aef3f2e62a521b49f79b,64309be1d7d085ed8ee4c129,APPROVED,2023-11-14T17:31:46.333000Z,2023-11-14T17:38:24.234000Z,2023-11-14T20:19:53.196000Z,2023-11-14T17:38:24.694320Z,398.0,C9B87HRO,1686,Yes,3 - 4 years,>10,29,Male,White,United States,United States,United States,English,No,Full-Time
6553aefb507b72b9270ea0f0,60e8b06bfb1c78d450ae9f79,APPROVED,2023-11-14T17:31:48.843000Z,2023-11-14T17:39:41.003000Z,2023-11-14T20:19:53.295000Z,2023-11-14T17:39:41.578709Z,473.0,C9B87HRO,5461,Yes,5+ years,>10,48,Male,Black,United States,United States,United States,English,No,Full-Time
6553af0eccdc23a90e34ef95,64509bfcd8d8b7e61f801e95,APPROVED,2023-11-14T17:32:03.988000Z,2023-11-14T17:42:50.157000Z,2023-11-14T20:19:53.403000Z,2023-11-14T17:42:51.175256Z,647.0,C9B87HRO,1429,Yes,5+ years,>10,58,Female,White,United States,United States,United States,English,No,Full-Time
6553af10d4a3b73a404adc44,62c3b1a4336684ef3487547e,APPROVED,2023-11-14T17:32:03.492000Z,2023-11-14T17:37:34.659000Z,2023-11-14T20:19:53.499000Z,2023-11-14T17:37:35.092591Z,332.0,C9B87HRO,1034,Yes,3 - 4 years,4-6,28,Male,White,United States,United States,United States,English,No,Full-Time
6553af5b41ba349796c27403,631fd12cab0b639506214b7b,APPROVED,2023-11-14T17:37:20.989000Z,2023-11-14T18:04:56.238000Z,2023-11-14T20:19:53.610000Z,2023-11-14T18:04:56.747805Z,1656.0,C9B87HRO,1622,Yes,5+ years,7-10,39,Male,Black,United States,United States,United States,English,Yes,Full-Time
6553af6c983a8b25a6679f83,64664bc615dd4139df276075,APPROVED,2023-11-14T17:33:35.329000Z,2023-11-14T17:36:57.206000Z,2023-11-14T20:19:53.708000Z,2023-11-14T17:36:57.677995Z,202.0,C9B87HRO,778,Yes,5+ years,4-6,42,Male,Asian,United States,United States,United States,English,No,Full-Time
6553af75f787b4be3955661c,5b0a38d230d5620001551e0d,APPROVED,2023-11-14T17:33:46.796000Z,2023-11-14T17:38:25.268000Z,2023-11-14T20:19:53.801000Z,2023-11-14T17:38:25.773224Z,279.0,C9B87HRO,2260,Yes,5+ years,>10,30,Male,White,United States,United States,United States,English,Yes,Full-Time
6553af8108db3dc6a17abc51,54e32a60fdf99b3eae9de85b,APPROVED,2023-11-14T17:34:03.609000Z,2023-11-14T17:47:57.944000Z,2023-11-14T20:19:53.940000Z,2023-11-14T17:47:58.571069Z,835.0,C9B87HRO,5587,Yes,5+ years,2-3,39,Female,White,United States,United States,United States,English,No,Full-Time
6553af8418b6a5abb9244b30,631a68ee10ec68377cb03457,APPROVED,2023-11-14T17:34:00.166000Z,2023-11-14T17:45:17.608000Z,2023-11-14T20:19:54.090000Z,2023-11-14T17:45:18.093656Z,678.0,C9B87HRO,1350,Yes,5+ years,2-3,37,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
6553af8f49557a3bdedad23e,5a381de00006450001bf2691,APPROVED,2023-11-14T17:34:29.629000Z,2023-11-14T17:37:05.924000Z,2023-11-14T20:19:54.228000Z,2023-11-14T17:37:06.340552Z,157.0,C9B87HRO,4209,Yes,2 - 3 years,4-6,35,Male,White,United States,United States,United States,English,No,Part-Time
