Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Management experience,Years of management experience,Number of subordinates,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
65539fb887000051d287a53f,5ba16cc388ec69000112a59b,APPROVED,2023-11-14T16:26:37.800000Z,2023-11-14T16:46:11.381000Z,2023-11-14T20:19:45.139000Z,2023-11-14T16:46:11.890255Z,1174.0,C9B87HRO,800,Yes,3 - 4 years,2-3,31,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6553a655fa5c60fdc755be1e,6443ebb84fc33e703937a6f9,APPROVED,2023-11-14T16:55:05.823000Z,2023-11-14T17:04:38.415000Z,2023-11-14T20:19:45.428000Z,2023-11-14T17:04:48.946182Z,573.0,C9B87HRO,485,Yes,5+ years,>10,49,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6553a65bdaf4c015c804437c,63f6ac6d4ce41fa2a87ea79b,APPROVED,2023-11-14T16:55:00.803000Z,2023-11-14T17:00:58.501000Z,2023-11-14T20:19:45.546000Z,2023-11-14T17:01:04.360152Z,358.0,C9B87HRO,555,Yes,5+ years,2-3,50,Female,White,United States,United States,United States,English,No,Full-Time
6553a6d392a4b02b6bd9802b,63eec085b1d2e79ac4fbbd78,APPROVED,2023-11-14T16:57:04.257000Z,2023-11-14T17:13:27.142000Z,2023-11-14T20:19:45.710000Z,2023-11-14T17:13:27.693956Z,983.0,C9B87HRO,1197,Yes,5+ years,>10,53,Female,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6553a75430215fc25412738b,60885dc6571926117732b41e,APPROVED,2023-11-14T16:59:05.552000Z,2023-11-14T17:06:39.923000Z,2023-11-14T20:19:45.802000Z,2023-11-14T17:06:50.357619Z,455.0,C9B87HRO,2972,Yes,5+ years,>10,49,Male,Black,United States,United States,United States,English,No,Full-Time
6553a7c3a4f420911ac4a16a,5f9b6cc0e01ad13902b38f60,APPROVED,2023-11-14T17:01:05.550000Z,2023-11-14T17:05:07.346000Z,2023-11-14T20:19:45.895000Z,2023-11-14T17:05:17.752021Z,242.0,C9B87HRO,4940,Yes,5+ years,>10,57,Male,White,United States,United States,United States,English,No,Full-Time
6553a8dcc80afb5a30e4bedd,62348c41368404b2ade8312b,APPROVED,2023-11-14T17:06:28.157000Z,2023-11-14T17:10:42.613000Z,2023-11-14T20:19:45.990000Z,2023-11-14T17:10:43.040865Z,255.0,C9B87HRO,3816,Yes,5+ years,7-10,67,Female,White,United States,United States,United States,English,No,Full-Time
6553a999dc75e16f2d0fc44a,5ba292385301b80001c71ba2,APPROVED,2023-11-14T17:08:58.684000Z,2023-11-14T17:15:27.592000Z,2023-11-14T20:19:46.083000Z,2023-11-14T17:15:28.056538Z,389.0,C9B87HRO,6987,Yes,5+ years,>10,50,Male,White,United States,United States,United States,English,No,Full-Time
6553aa30d96789360353cf77,6543b16f3b54508e4cf5c9c9,APPROVED,2023-11-14T17:16:29.541000Z,2023-11-14T17:21:52.528000Z,2023-11-14T20:19:46.209000Z,2023-11-14T17:21:52.974610Z,323.0,C9B87HRO,87,Yes,2 - 3 years,2-3,28,Male,White,United States,United States,United States,English,No,Full-Time
6553aa42f2e23eff9dea5572,62c84ca82b03c9aedbca4a2a,APPROVED,2023-11-14T17:11:34.809000Z,2023-11-14T17:19:19.367000Z,2023-11-14T20:19:46.374000Z,2023-11-14T17:19:19.839623Z,465.0,C9B87HRO,1362,Yes,5+ years,2-3,43,Female,White,United States,United States,United States,English,No,Full-Time
6553aa9dc8d09997a7679edc,5ff591cba89e1b000bfb9852,APPROVED,2023-11-14T17:13:05.924000Z,2023-11-14T17:20:21.672000Z,2023-11-14T20:19:46.529000Z,2023-11-14T17:20:22.291609Z,436.0,C9B87HRO,6810,Yes,5+ years,2-3,37,Male,White,United States,United States,United States,English,No,Full-Time
6553aaa6a315ecadace194a8,60cbabd69ddfb4d7243a1e38,APPROVED,2023-11-14T17:13:13.726000Z,2023-11-14T17:31:27.352000Z,2023-11-14T20:19:46.630000Z,2023-11-14T17:31:27.786440Z,1094.0,C9B87HRO,4310,Yes,5+ years,7-10,50,Male,White,United States,United States,United States,English,No,Full-Time
